title,company,location,link
[개발]위메프오 서버개발자(정규직),"
위메프",대한민국,https://kr.indeed.com/viewjob?jk=7649f20d3341d1d9
"임베디드(Embedded), H/W 엔지니어 외 경력 정규직, 계약직","
아르비존",인천 연수구,https://kr.indeed.com/viewjob?jk=55e125c20e3ebf00
패시브운용팀,"
현대인베스트먼트자산운용",대한민국,https://kr.indeed.com/viewjob?jk=0b06eb0f8d5a6a4c
Developers,"
Coinplug",경기도 성남,https://kr.indeed.com/viewjob?jk=9a9e91ae6092ed2d
FnPricing(전문연구요원포함)/에프앤가이드자회사,"
에프앤자산평가",대한민국,https://kr.indeed.com/viewjob?jk=52b05b64bda6a6cd
알고리즘/투자,"
쿼터백자산운용",대한민국,https://kr.indeed.com/viewjob?jk=85f599b637702b35
AI/ NLP 개발자(Python/JAVA) (전문연구요원 병역특례 가능),"
엔에이치엔다이퀘스트",서울 구로구,https://kr.indeed.com/viewjob?jk=b861e113e1b79442
[카카오커머스] 기술직군,"
카카오커머스",성남 분당구,https://kr.indeed.com/viewjob?jk=52f8fb3f7e662c5d
정보보안 담당자,"
Nexon",성남 분당구,https://kr.indeed.com/viewjob?jk=eeb9fe1c361f0758
"Engr, Tech Supp 3","
KLA-Tencor",대한민국,https://kr.indeed.com/viewjob?jk=233bbfd9781e846d
DGIST 2019년 제1차 계약직원 공개채용 공고,"
대구경북과학기술원",대구 현풍면,https://kr.indeed.com/viewjob?jk=4cd34228af5013fd
[웹젠] 보안솔루션 운영(경력),"
웹젠",성남 분당구,https://kr.indeed.com/viewjob?jk=01d70f598a410bbe
[웹젠] 게임보안(경력),"
웹젠",성남 분당구,https://kr.indeed.com/viewjob?jk=a5244a585ab2b595
[정보보안] 보안기반 분석 개발 담당 모집,"
엔씨소프트",성남 판교역,https://kr.indeed.com/viewjob?jk=10b5255a380c6ac4
[상시 ] Data Scientist (대리급/과-차장급/정규직),"
라이나생명보험",서울 종로구,https://kr.indeed.com/viewjob?jk=e9ac1a8708b8e784
[클라우드서비스] 네트워크 개발자 영입,"
카카오엔터프라이즈",성남 분당구,https://kr.indeed.com/viewjob?jk=9248ca355efc13d2
[금호타이어] 21년 1월 수시,"
금호타이어",광주 광산구,https://kr.indeed.com/viewjob?jk=fc76a3924d8601a4
데이터 분석가/사이언티스트(신입/인턴 가능),"
쏘카",대한민국,https://kr.indeed.com/viewjob?jk=55584c627df1acaa
DX(Digital Transformation)분야 경력사원 (법인Staff),"
LG화학",서울특별시,https://kr.indeed.com/viewjob?jk=7c3a3f4b0dd0d04a
[개발]CI/CD 엔지니어(정규직),"
위메프",대한민국,https://kr.indeed.com/viewjob?jk=3d0cc83899a9b37f
[개발]E-Commerce 데이터 엔지니어/NLP개발자(정규직),"
위메프",대한민국,https://kr.indeed.com/viewjob?jk=ab8b221932fe27ef
[전문연구요원] 빅데이터 엔지니어(신입/경력),"
웹젠",성남 분당구,https://kr.indeed.com/viewjob?jk=03452de7c4b35855
"Python, API 경력 정규직, 계약직","
라라",부산 수영구,https://kr.indeed.com/viewjob?jk=3d4a43483a78eca0
"데이터 분석 및 컨설팅 분야 (Python, SAS, 빅데이터) 경력직","
한국정보기술단",과천 과천시,https://kr.indeed.com/viewjob?jk=9fe4755841bec8ce
2020 Customs & Foreign Trade Specialist,"
비테스코테크놀로지스코리아",경기도 이천,https://kr.indeed.com/viewjob?jk=7e4a30dc8d2bc1cf
글로벌 소셜카지노 부문 사업PM,"
네오위즈",대한민국,https://kr.indeed.com/viewjob?jk=4665562997b87ff0
프랭클린템플턴투신운용 Junior Trader (Quant base 필수),"
프랭클린템플턴투신",대한민국,https://kr.indeed.com/viewjob?jk=4adac8923476d038
[타다]데이터 분석가/사이언티스트,"
쏘카",대한민국,https://kr.indeed.com/viewjob?jk=3330430ae94277db
[EY컨설팅] 컨설팅본부 DnA (Data&Analytics)팀 인턴 모집,"
Ernst & Young",대한민국,https://kr.indeed.com/viewjob?jk=2b278f64449b3db6
"Application Engineer South Korea (Physics, EE)","
Zurich Instruments",대전,https://kr.indeed.com/viewjob?jk=c47c6bddfc9c1824
"빅데이터, Python 외 신입 정규직","
주)씽크풀",서울 영등포구,https://kr.indeed.com/viewjob?jk=f91bdb1160ad64d2
[보안]위메프 보안솔루션 엔지니어(정규직),"
위메프",대한민국,https://kr.indeed.com/viewjob?jk=cdefe6c51536897a
시스템/서버 엔지니어 영입,"
카카오페이증권",성남 분당구,https://kr.indeed.com/viewjob?jk=a4789c5b4acf4353
[전문연구요원] 상시 (전직),"
네이버랩스",경기도,https://kr.indeed.com/viewjob?jk=14b591547a3b9df5
2021 IMB Dx 각 부분 직원,"
아이엠비디엑스",서울 금천구,https://kr.indeed.com/viewjob?jk=27dcadc82a202480
"O2O 플랫폼 백엔드 개발자 (Ruby, Node.JS, Python) 경력직","
로보트리",서울 강남구,https://kr.indeed.com/viewjob?jk=f9bb0fa3070eabd1
[빅데이터플랫폼] 데이터 플랫폼 운영자,"
한국카카오은행",성남 분당구,https://kr.indeed.com/viewjob?jk=8eaca3d4cbc13fe1
Field Application Engineer,"
ASML",대한민국,https://kr.indeed.com/viewjob?jk=2060288a225857d3
Machine Learning Researcher (Intern),"
Qualcomm Korea YH",서울,https://kr.indeed.com/viewjob?jk=0f7993638aee82bd
퀀트운용팀 (사원-대리급),"
신한비엔피파리바자산운용",대한민국,https://kr.indeed.com/viewjob?jk=9040dba1c8db2a5d
[EY한영] 금융감사본부 Data Analytics 전문 경력직 모집,"
Ernst & Young",대한민국,https://kr.indeed.com/viewjob?jk=37c1196c89a64616
Software Developer,"
Korea Trade center",대한민국,https://kr.indeed.com/viewjob?jk=90a5f45a5c0247e3
"Engr, Apps Dev 3","
KLA-Tencor",대한민국,https://kr.indeed.com/viewjob?jk=924d2b1d6678281a
2020년 12월 경력사원 (생산/공정/설비/구매/품질/관리),"
LG에너지솔루션",청주 오창읍,https://kr.indeed.com/viewjob?jk=e1b4cb461e2a2d8e
AI/빅데이터 (리더급) 국내 대기업,"
국내 대기업",경기도,https://kr.indeed.com/viewjob?jk=50bdcec0bd5965c1
[보안]위메프 보안 엔지니어(정규직),"
위메프",대한민국,https://kr.indeed.com/viewjob?jk=52df5f332439e2f7
한국통계정보원 SW분야 직원(신입),"
재단법인 한국통계정보원",대전 서구,https://kr.indeed.com/viewjob?jk=faa6429b7c0cff10
솔루션 개발자,"
고도소프트",서울 구로구,https://kr.indeed.com/viewjob?jk=ce97cc7e1904d7ff
사내 및 서비스 보안 담당자 (경력),"
네오위즈",대한민국,https://kr.indeed.com/viewjob?jk=cd40cf786e32f325
데이터 엔지니어(신입/경력),"
쏘카",대한민국,https://kr.indeed.com/viewjob?jk=05aa5498d84c58e1
[개발]위메프오 서버개발자(정규직),"
위메프",대한민국,https://kr.indeed.com/viewjob?jk=7649f20d3341d1d9
"임베디드(Embedded), H/W 엔지니어 외 경력 정규직, 계약직","
아르비존",인천 연수구,https://kr.indeed.com/viewjob?jk=55e125c20e3ebf00
패시브운용팀,"
현대인베스트먼트자산운용",대한민국,https://kr.indeed.com/viewjob?jk=0b06eb0f8d5a6a4c
Developers,"
Coinplug",경기도 성남,https://kr.indeed.com/viewjob?jk=9a9e91ae6092ed2d
FnPricing(전문연구요원포함)/에프앤가이드자회사,"
에프앤자산평가",대한민국,https://kr.indeed.com/viewjob?jk=52b05b64bda6a6cd
알고리즘/투자,"
쿼터백자산운용",대한민국,https://kr.indeed.com/viewjob?jk=85f599b637702b35
AI/ NLP 개발자(Python/JAVA) (전문연구요원 병역특례 가능),"
엔에이치엔다이퀘스트",서울 구로구,https://kr.indeed.com/viewjob?jk=b861e113e1b79442
[카카오커머스] 기술직군,"
카카오커머스",성남 분당구,https://kr.indeed.com/viewjob?jk=52f8fb3f7e662c5d
정보보안 담당자,"
Nexon",성남 분당구,https://kr.indeed.com/viewjob?jk=eeb9fe1c361f0758
"Engr, Tech Supp 3","
KLA-Tencor",대한민국,https://kr.indeed.com/viewjob?jk=233bbfd9781e846d
DGIST 2019년 제1차 계약직원 공개채용 공고,"
대구경북과학기술원",대구 현풍면,https://kr.indeed.com/viewjob?jk=4cd34228af5013fd
[웹젠] 보안솔루션 운영(경력),"
웹젠",성남 분당구,https://kr.indeed.com/viewjob?jk=01d70f598a410bbe
[웹젠] 게임보안(경력),"
웹젠",성남 분당구,https://kr.indeed.com/viewjob?jk=a5244a585ab2b595
[정보보안] 보안기반 분석 개발 담당 모집,"
엔씨소프트",성남 판교역,https://kr.indeed.com/viewjob?jk=10b5255a380c6ac4
[상시 ] Data Scientist (대리급/과-차장급/정규직),"
라이나생명보험",서울 종로구,https://kr.indeed.com/viewjob?jk=e9ac1a8708b8e784
[클라우드서비스] 네트워크 개발자 영입,"
카카오엔터프라이즈",성남 분당구,https://kr.indeed.com/viewjob?jk=9248ca355efc13d2
[금호타이어] 21년 1월 수시,"
금호타이어",광주 광산구,https://kr.indeed.com/viewjob?jk=fc76a3924d8601a4
데이터 분석가/사이언티스트(신입/인턴 가능),"
쏘카",대한민국,https://kr.indeed.com/viewjob?jk=55584c627df1acaa
DX(Digital Transformation)분야 경력사원 (법인Staff),"
LG화학",서울특별시,https://kr.indeed.com/viewjob?jk=7c3a3f4b0dd0d04a
[개발]CI/CD 엔지니어(정규직),"
위메프",대한민국,https://kr.indeed.com/viewjob?jk=3d0cc83899a9b37f
[개발]E-Commerce 데이터 엔지니어/NLP개발자(정규직),"
위메프",대한민국,https://kr.indeed.com/viewjob?jk=ab8b221932fe27ef
[전문연구요원] 빅데이터 엔지니어(신입/경력),"
웹젠",성남 분당구,https://kr.indeed.com/viewjob?jk=03452de7c4b35855
"Python, API 경력 정규직, 계약직","
라라",부산 수영구,https://kr.indeed.com/viewjob?jk=3d4a43483a78eca0
"데이터 분석 및 컨설팅 분야 (Python, SAS, 빅데이터) 경력직","
한국정보기술단",과천 과천시,https://kr.indeed.com/viewjob?jk=9fe4755841bec8ce
2020 Customs & Foreign Trade Specialist,"
비테스코테크놀로지스코리아",경기도 이천,https://kr.indeed.com/viewjob?jk=7e4a30dc8d2bc1cf
글로벌 소셜카지노 부문 사업PM,"
네오위즈",대한민국,https://kr.indeed.com/viewjob?jk=4665562997b87ff0
프랭클린템플턴투신운용 Junior Trader (Quant base 필수),"
프랭클린템플턴투신",대한민국,https://kr.indeed.com/viewjob?jk=4adac8923476d038
[타다]데이터 분석가/사이언티스트,"
쏘카",대한민국,https://kr.indeed.com/viewjob?jk=3330430ae94277db
[EY컨설팅] 컨설팅본부 DnA (Data&Analytics)팀 인턴 모집,"
Ernst & Young",대한민국,https://kr.indeed.com/viewjob?jk=2b278f64449b3db6
"Application Engineer South Korea (Physics, EE)","
Zurich Instruments",대전,https://kr.indeed.com/viewjob?jk=c47c6bddfc9c1824
"빅데이터, Python 외 신입 정규직","
주)씽크풀",서울 영등포구,https://kr.indeed.com/viewjob?jk=f91bdb1160ad64d2
[보안]위메프 보안솔루션 엔지니어(정규직),"
위메프",대한민국,https://kr.indeed.com/viewjob?jk=cdefe6c51536897a
시스템/서버 엔지니어 영입,"
카카오페이증권",성남 분당구,https://kr.indeed.com/viewjob?jk=a4789c5b4acf4353
[전문연구요원] 상시 (전직),"
네이버랩스",경기도,https://kr.indeed.com/viewjob?jk=14b591547a3b9df5
2021 IMB Dx 각 부분 직원,"
아이엠비디엑스",서울 금천구,https://kr.indeed.com/viewjob?jk=27dcadc82a202480
"O2O 플랫폼 백엔드 개발자 (Ruby, Node.JS, Python) 경력직","
로보트리",서울 강남구,https://kr.indeed.com/viewjob?jk=f9bb0fa3070eabd1
[빅데이터플랫폼] 데이터 플랫폼 운영자,"
한국카카오은행",성남 분당구,https://kr.indeed.com/viewjob?jk=8eaca3d4cbc13fe1
Field Application Engineer,"
ASML",대한민국,https://kr.indeed.com/viewjob?jk=2060288a225857d3
Machine Learning Researcher (Intern),"
Qualcomm Korea YH",서울,https://kr.indeed.com/viewjob?jk=0f7993638aee82bd
퀀트운용팀 (사원-대리급),"
신한비엔피파리바자산운용",대한민국,https://kr.indeed.com/viewjob?jk=9040dba1c8db2a5d
[EY한영] 금융감사본부 Data Analytics 전문 경력직 모집,"
Ernst & Young",대한민국,https://kr.indeed.com/viewjob?jk=37c1196c89a64616
Software Developer,"
Korea Trade center",대한민국,https://kr.indeed.com/viewjob?jk=90a5f45a5c0247e3
"Engr, Apps Dev 3","
KLA-Tencor",대한민국,https://kr.indeed.com/viewjob?jk=924d2b1d6678281a
2020년 12월 경력사원 (생산/공정/설비/구매/품질/관리),"
LG에너지솔루션",청주 오창읍,https://kr.indeed.com/viewjob?jk=e1b4cb461e2a2d8e
AI/빅데이터 (리더급) 국내 대기업,"
국내 대기업",경기도,https://kr.indeed.com/viewjob?jk=50bdcec0bd5965c1
[보안]위메프 보안 엔지니어(정규직),"
위메프",대한민국,https://kr.indeed.com/viewjob?jk=52df5f332439e2f7
한국통계정보원 SW분야 직원(신입),"
재단법인 한국통계정보원",대전 서구,https://kr.indeed.com/viewjob?jk=faa6429b7c0cff10
솔루션 개발자,"
고도소프트",서울 구로구,https://kr.indeed.com/viewjob?jk=ce97cc7e1904d7ff
사내 및 서비스 보안 담당자 (경력),"
네오위즈",대한민국,https://kr.indeed.com/viewjob?jk=cd40cf786e32f325
데이터 엔지니어(신입/경력),"
쏘카",대한민국,https://kr.indeed.com/viewjob?jk=05aa5498d84c58e1
[개발]위메프오 서버개발자(정규직),"
위메프",대한민국,https://kr.indeed.com/viewjob?jk=7649f20d3341d1d9
"임베디드(Embedded), H/W 엔지니어 외 경력 정규직, 계약직","
아르비존",인천 연수구,https://kr.indeed.com/viewjob?jk=55e125c20e3ebf00
패시브운용팀,"
현대인베스트먼트자산운용",대한민국,https://kr.indeed.com/viewjob?jk=0b06eb0f8d5a6a4c
Developers,"
Coinplug",경기도 성남,https://kr.indeed.com/viewjob?jk=9a9e91ae6092ed2d
FnPricing(전문연구요원포함)/에프앤가이드자회사,"
에프앤자산평가",대한민국,https://kr.indeed.com/viewjob?jk=52b05b64bda6a6cd
알고리즘/투자,"
쿼터백자산운용",대한민국,https://kr.indeed.com/viewjob?jk=85f599b637702b35
AI/ NLP 개발자(Python/JAVA) (전문연구요원 병역특례 가능),"
엔에이치엔다이퀘스트",서울 구로구,https://kr.indeed.com/viewjob?jk=b861e113e1b79442
[카카오커머스] 기술직군,"
카카오커머스",성남 분당구,https://kr.indeed.com/viewjob?jk=52f8fb3f7e662c5d
정보보안 담당자,"
Nexon",성남 분당구,https://kr.indeed.com/viewjob?jk=eeb9fe1c361f0758
"Engr, Tech Supp 3","
KLA-Tencor",대한민국,https://kr.indeed.com/viewjob?jk=233bbfd9781e846d
DGIST 2019년 제1차 계약직원 공개채용 공고,"
대구경북과학기술원",대구 현풍면,https://kr.indeed.com/viewjob?jk=4cd34228af5013fd
[웹젠] 보안솔루션 운영(경력),"
웹젠",성남 분당구,https://kr.indeed.com/viewjob?jk=01d70f598a410bbe
[웹젠] 게임보안(경력),"
웹젠",성남 분당구,https://kr.indeed.com/viewjob?jk=a5244a585ab2b595
[정보보안] 보안기반 분석 개발 담당 모집,"
엔씨소프트",성남 판교역,https://kr.indeed.com/viewjob?jk=10b5255a380c6ac4
[상시 ] Data Scientist (대리급/과-차장급/정규직),"
라이나생명보험",서울 종로구,https://kr.indeed.com/viewjob?jk=e9ac1a8708b8e784
[클라우드서비스] 네트워크 개발자 영입,"
카카오엔터프라이즈",성남 분당구,https://kr.indeed.com/viewjob?jk=9248ca355efc13d2
[금호타이어] 21년 1월 수시,"
금호타이어",광주 광산구,https://kr.indeed.com/viewjob?jk=fc76a3924d8601a4
데이터 분석가/사이언티스트(신입/인턴 가능),"
쏘카",대한민국,https://kr.indeed.com/viewjob?jk=55584c627df1acaa
DX(Digital Transformation)분야 경력사원 (법인Staff),"
LG화학",서울특별시,https://kr.indeed.com/viewjob?jk=7c3a3f4b0dd0d04a
[개발]CI/CD 엔지니어(정규직),"
위메프",대한민국,https://kr.indeed.com/viewjob?jk=3d0cc83899a9b37f
[개발]E-Commerce 데이터 엔지니어/NLP개발자(정규직),"
위메프",대한민국,https://kr.indeed.com/viewjob?jk=ab8b221932fe27ef
[전문연구요원] 빅데이터 엔지니어(신입/경력),"
웹젠",성남 분당구,https://kr.indeed.com/viewjob?jk=03452de7c4b35855
"Python, API 경력 정규직, 계약직","
라라",부산 수영구,https://kr.indeed.com/viewjob?jk=3d4a43483a78eca0
"데이터 분석 및 컨설팅 분야 (Python, SAS, 빅데이터) 경력직","
한국정보기술단",과천 과천시,https://kr.indeed.com/viewjob?jk=9fe4755841bec8ce
2020 Customs & Foreign Trade Specialist,"
비테스코테크놀로지스코리아",경기도 이천,https://kr.indeed.com/viewjob?jk=7e4a30dc8d2bc1cf
글로벌 소셜카지노 부문 사업PM,"
네오위즈",대한민국,https://kr.indeed.com/viewjob?jk=4665562997b87ff0
프랭클린템플턴투신운용 Junior Trader (Quant base 필수),"
프랭클린템플턴투신",대한민국,https://kr.indeed.com/viewjob?jk=4adac8923476d038
[타다]데이터 분석가/사이언티스트,"
쏘카",대한민국,https://kr.indeed.com/viewjob?jk=3330430ae94277db
[EY컨설팅] 컨설팅본부 DnA (Data&Analytics)팀 인턴 모집,"
Ernst & Young",대한민국,https://kr.indeed.com/viewjob?jk=2b278f64449b3db6
"Application Engineer South Korea (Physics, EE)","
Zurich Instruments",대전,https://kr.indeed.com/viewjob?jk=c47c6bddfc9c1824
"빅데이터, Python 외 신입 정규직","
주)씽크풀",서울 영등포구,https://kr.indeed.com/viewjob?jk=f91bdb1160ad64d2
[보안]위메프 보안솔루션 엔지니어(정규직),"
위메프",대한민국,https://kr.indeed.com/viewjob?jk=cdefe6c51536897a
시스템/서버 엔지니어 영입,"
카카오페이증권",성남 분당구,https://kr.indeed.com/viewjob?jk=a4789c5b4acf4353
[전문연구요원] 상시 (전직),"
네이버랩스",경기도,https://kr.indeed.com/viewjob?jk=14b591547a3b9df5
2021 IMB Dx 각 부분 직원,"
아이엠비디엑스",서울 금천구,https://kr.indeed.com/viewjob?jk=27dcadc82a202480
"O2O 플랫폼 백엔드 개발자 (Ruby, Node.JS, Python) 경력직","
로보트리",서울 강남구,https://kr.indeed.com/viewjob?jk=f9bb0fa3070eabd1
[빅데이터플랫폼] 데이터 플랫폼 운영자,"
한국카카오은행",성남 분당구,https://kr.indeed.com/viewjob?jk=8eaca3d4cbc13fe1
Field Application Engineer,"
ASML",대한민국,https://kr.indeed.com/viewjob?jk=2060288a225857d3
Machine Learning Researcher (Intern),"
Qualcomm Korea YH",서울,https://kr.indeed.com/viewjob?jk=0f7993638aee82bd
